PRODUTOS;;;;;;;
ID;PRODUTO;IMAGEM 1;IMAGEM 2;IMAGEM 3;IMAGEM 4;IMAGEM 5;IMAGEM 6
513373;Tubo Esgoto Série Normal 6m x 75mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_esgoto_serie_normal_6m_x_75mm_fortlev_513373_1_134f6484bc2dbb1140899d0c6794d9ea.jpg;;;;;
512301;Tubo Esgoto Sn Dn100 x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_esgoto_sn_dn100_x_6m_amanco_512301_1_ad71a2feb59482d41a16c48bb7803a5b_20240123153717.jpg;;;;;
512305;Tubo Esgoto Sn Dn150 x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_esgoto_sn_dn150_x_6m_amanco_512305_1_ad71a2feb59482d41a16c48bb7803a5b_20240123153718.jpg;;;;;
512295;Tubo Esgoto Sn Dn50 x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_esgoto_sn_dn50_x_6m_amanco_512295_1_ad71a2feb59482d41a16c48bb7803a5b_20240123153716.jpg;;;;;
512299;Tubo Esgoto Sn Dn75 x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_esgoto_sn_dn75_x_6m_amanco_512299_1_ad71a2feb59482d41a16c48bb7803a5b_20240123153717.jpg;;;;;
510891;"Tubo Extensivo Corrugado Longo 1,5m Branco - Plastilit";https://images.tcdn.com.br/img/img_prod/1265869/tubo_extensivo_corrugado_longo_1_5m_branco_plastilit_510891_1_c6c6b3b507d3d597a66ee7c3d93cd24b_20240123154315.png;;;;;
510895;"Tubo Extensivo Duplo Universal Anel Plástico 1, 1.¼ e 1.½ Branco - Plastilit";https://images.tcdn.com.br/img/img_prod/1265869/tubo_extensivo_duplo_universal_anel_plastico_1_1_e_1_branco_plastilit_510895_1_4353bc7819eecf5cc5ba99e8c7dbbadf_20240123154315.png;;;;;
510897;"Tubo Extensivo Univ. Metalizado Anel Plástico 1, 1.¼ e 1.½ - Plastilit";https://images.tcdn.com.br/img/img_prod/1265869/tubo_extensivo_univ_metalizado_anel_plastico_1_1_e_1_plastilit_510897_1_66168af4ec73c43e8260046fb0744ba5_20240123154315.png;;;;;
510889;"Tubo Extensivo Universal Anel Plástico 1, 1.¼ e 1.½ Branco - Plastilit";https://images.tcdn.com.br/img/img_prod/1265869/tubo_extensivo_universal_anel_plastico_1_1_e_1_branco_plastilit_510889_1_afe2b0dfede9ff6fdd55c345f3f0e00c_20240123154315.png;;;;;
510873;Tubo Para Válvula De Descarga 38mm - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/tubo_para_valvula_de_descarga_38mm_plastilit_510873_1_4fb8c0e2412e2f53678b2d10e33afa71_20240123154315.jpg;;;;;
513561;Tubo Soldável 3mx25mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_3mx60mm_fortlev_513561_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513567;Tubo Soldável 3mx32mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_3mx32mm_fortlev_513567_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513571;Tubo Soldável 3mx40mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_3mx40mm_fortlev_513571_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513573;Tubo Soldável 3mx50mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_3mx50mm_fortlev_513573_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
511183;Tubo Soldável 6m 25mm - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6m_25mm_plastilit_511183_1_628f776dc560b6fb1339e7dfdd0595ea_20240123154329.jpg;;;;;
511187;Tubo Soldável 6m 32mm - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6m_32mm_plastilit_511187_1_628f776dc560b6fb1339e7dfdd0595ea_20240123154329.jpg;;;;;
511189;Tubo Soldável 6m 40mm - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6m_40mm_plastilit_511189_1_628f776dc560b6fb1339e7dfdd0595ea_20240123154329.jpg;;;;;
511191;Tubo Soldável 6m 50mm - Plastilit;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6m_50mm_plastilit_511191_1_628f776dc560b6fb1339e7dfdd0595ea_20240123154329.jpg;;;;;
513541;Tubo Soldável 6mx25mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6mx25mm_fortlev_513541_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513543;Tubo Soldável 6mx32mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6mx32mm_fortlev_513543_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513547;Tubo Soldável 6mx40mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6mx40mm_fortlev_513547_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513551;Tubo Soldável 6mx50mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6mx50mm_fortlev_513551_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
513555;Tubo Soldável 6mx60mm - Fortlev;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_6mx60mm_fortlev_513555_1_be6e105a719d8daa52c1b742b933f69a.jpg;;;;;
512007;Tubo Soldável Pb 25mm x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_pb_6m_amanco_512007_1_f6bb61617f982397989b3dae50afb2c1_20240123153635.jpg;;;;;
512013;Tubo Soldável Pb 32mm x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_pb_32mm_x_6m_amanco_512013_1_f6bb61617f982397989b3dae50afb2c1_20240123153636.jpg;;;;;
512017;Tubo Soldável Pb 40mm x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_pb_40mm_x_6m_amanco_512017_1_f6bb61617f982397989b3dae50afb2c1_20240123153638.jpg;;;;;
512019;Tubo Soldável Pb 50mm x 6m - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tubo_soldavel_pb_50mm_x_6m_amanco_512019_1_f6bb61617f982397989b3dae50afb2c1_20240123153639.jpg;;;;;
503639;Tudo De Pvc Soldável 6m 25mm - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tudo_pvc_soldavel_6m_25mm_amanco_503639_1_b884a3ea1c968e10e21442a5ce705715_20240123152957.png;;;;;
503667;Tudo De Pvc Soldável 6m 32mm - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tudo_de_pvc_soldavel_6m_32mm_amanco_503667_1_6bfb4f13fed86c3728a05489d9912ee5_20240123152959.png;;;;;
503669;Tudo De Pvc Soldável 6m 40mm - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tudo_de_pvc_soldavel_6m_40mm_amanco_503669_1_6bfb4f13fed86c3728a05489d9912ee5_20240123152959.png;;;;;
503671;Tudo De Pvc Soldável 6m 50mm - Amanco;https://images.tcdn.com.br/img/img_prod/1265869/tudo_de_pvc_soldavel_6m_50mm_amanco_503671_1_6bfb4f13fed86c3728a05489d9912ee5_20240123152959.png;;;;;
513163;ULTRAFLEX PU CALHAS COD. 40193;https://images.tcdn.com.br/img/img_prod/1265869/ultraflex_pu_calhas_cod_40193_513163_1_4393abaefeefb7f70ea2b04c086a1957.png;;;;;
513165;ULTRAFLEX PU CALHAS COD. 40238;https://images.tcdn.com.br/img/img_prod/1265869/ultraflex_pu_calhas_cod_40238_513165_1_4393abaefeefb7f70ea2b04c086a1957.png;;;;;
504897;"Umidificador Doméstico Azul Bivolt Bico Duplo 3,7l - Ventisol";https://images.tcdn.com.br/img/img_prod/1265869/umidificador_domestico_azul_bivolt_bico_duplo_3_7l_ventisol_504897_1_3bd3417d2cb82997d29f4ce5223b8de5_20240123153039.jpg;;;;;
